name,key,id,url,status,potkey,potid,poturl,dois,comments,units,atom_style,pair_style,artifacts,symbols,elements
2023--Kizzire-D-G--Ce--LAMMPS--ipr1,b06090a0-0685-425d-ac56-51786512cb05,2023--Kizzire-D-G--Ce--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2023--Kizzire-D-G--Ce--LAMMPS--ipr1,,74c83b95-1d9d-443b-9735-8c91780655f6,2023--Kizzire-D-G-Greenhalgh-A-D-Neveau-M-L-et-al--Ce,https://potentials.nist.gov/pid/rest/local/potentials/potential.2023--Kizzire-D-G-Greenhalgh-A-D-Neveau-M-L-et-al--Ce,,"Potential 2023--Kizzire-D-G--Ce--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2023--Kizzire-D-G-Greenhalgh-A-D-Neveau-M-L-et-al--Ce/2023--Kizzire-D-G--Ce--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Kizzire-D-G-Greenhalgh-A-D-Neveau-M-L-et-al--Ce/1/Ce.meam', 'label': None, 'filename': 'Ce.meam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Kizzire-D-G-Greenhalgh-A-D-Neveau-M-L-et-al--Ce/1/library_Ce.meam', 'label': None, 'filename': 'library_Ce.meam'}]",['Ce'],['Ce']
2023--Kumar-P--Fe-H--LAMMPS--ipr1,bccd8bb4-32d0-4bf4-981a-7c9904670393,2023--Kumar-P--Fe-H--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2023--Kumar-P--Fe-H--LAMMPS--ipr1,,a37d47e8-7bac-4558-8d3e-2652f8fa3e87,2023--Kumar-P-Ludhwani-M-M-Das-S-et-al--Fe-H,https://potentials.nist.gov/pid/rest/local/potentials/potential.2023--Kumar-P-Ludhwani-M-M-Das-S-et-al--Fe-H,,"Potential 2023--Kumar-P--Fe-H--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2023--Kumar-P-Ludhwani-M-M-Das-S-et-al--Fe-H/2023--Kumar-P--Fe-H--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Kumar-P-Ludhwani-M-M-Das-S-et-al--Fe-H/1/Fe_H_Kumar2023.eam.fs', 'label': None, 'filename': 'Fe_H_Kumar2023.eam.fs'}]","['Fe', 'H']","['Fe', 'H']"
2023--Li-P--Pb--LAMMPS--ipr1,25bc4501-9b95-4c31-992c-53371cf1e74e,2023--Li-P--Pb--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2023--Li-P--Pb--LAMMPS--ipr1,,872084c4-9cd1-4dbf-a2de-68e1aa8ee13e,2023--Li-P-Huang-Y-Wang-K-et-al--Pb,https://potentials.nist.gov/pid/rest/local/potentials/potential.2023--Li-P-Huang-Y-Wang-K-et-al--Pb,,"Potential 2023--Li-P--Pb--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2023--Li-P-Huang-Y-Wang-K-et-al--Pb/2023--Li-P--Pb--LAMMPS--ipr1.html
",metal,atomic,ream,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Li-P-Huang-Y-Wang-K-et-al--Pb/1/Pb_wang.ream', 'label': None, 'filename': 'Pb_wang.ream'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Li-P-Huang-Y-Wang-K-et-al--Pb/1/pair_ream.cpp', 'label': None, 'filename': 'pair_ream.cpp'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Li-P-Huang-Y-Wang-K-et-al--Pb/1/pair_ream.h', 'label': None, 'filename': 'pair_ream.h'}]",['Pb'],['Pb']
2023--Liang-A--Fe-Ni-Cr-Co-Ti--LAMMPS--ipr1,2fdee8e5-3223-4bb5-804c-e64647832b1b,2023--Liang-A--Fe-Ni-Cr-Co-Ti--LAMMPS--ipr1,,,f7cd9afd-6550-48ed-b05e-14b82758ab5c,2023--Liang-A-Goodelman-D-C-Hodge-A-M-et-al--Fe-Ni-Cr-Co-Ti,,,"Potential 2023--Liang-A--Fe-Ni-Cr-Co-Ti--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2023--Liang-A-Goodelman-D-C-Hodge-A-M-et-al--Fe-Ni-Cr-Co-Ti/2023--Liang-A--Fe-Ni-Cr-Co-Ti--LAMMPS--ipr1.html
",metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Liang-A-Goodelman-D-C-Hodge-A-M-et-al--Fe-Ni-Cr-Co-Ti/1/FeNiCrCoTi-heamix.setfl', 'label': None, 'filename': 'FeNiCrCoTi-heamix.setfl'}]","['Fe', 'Ni', 'Cr', 'Co', 'Ti']","['Fe', 'Ni', 'Cr', 'Co', 'Ti']"
2023--Mason-D-R--W-H--LAMMPS--ipr1,3a06b726-7b95-4a0b-ba14-699ccb38d5d3,2023--Mason-D-R--W-H--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2023--Mason-D-R--W-H--LAMMPS--ipr1,,ce59e61d-cfee-45bd-a4ee-965537c042ff,2023--Mason-D-R-Nguyen-Manh-D-Lindblad-V-W-et-al--W-H,https://potentials.nist.gov/pid/rest/local/potentials/potential.2023--Mason-D-R-Nguyen-Manh-D-Lindblad-V-W-et-al--W-H,,"Potential 2023--Mason-D-R--W-H--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2023--Mason-D-R-Nguyen-Manh-D-Lindblad-V-W-et-al--W-H/2023--Mason-D-R--W-H--LAMMPS--ipr1.html
",metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Mason-D-R-Nguyen-Manh-D-Lindblad-V-W-et-al--W-H/1/MNL6_WH.eam.alloy', 'label': None, 'filename': 'MNL6_WH.eam.alloy'}]","['W', 'H']","['W', 'H']"
2023--Sikorski-E-L--W-Zr-C--LAMMPS--ipr1,f76a4b5b-2da9-476d-9826-7fed4a589f10,2023--Sikorski-E-L--W-Zr-C--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2023--Sikorski-E-L--W-Zr-C--LAMMPS--ipr1,,d7a13cd5-010c-4686-9710-f51978598686,2023--Sikorski-E-L-Cusentino-M-A-McCarthy-M-J-et-al--W-Zr-C,https://potentials.nist.gov/pid/rest/local/potentials/potential.2023--Sikorski-E-L-Cusentino-M-A-McCarthy-M-J-et-al--W-Zr-C,['10.1063/5.0135269'],"Potential 2023--Sikorski-E-L--W-Zr-C--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2023--Sikorski-E-L-Cusentino-M-A-McCarthy-M-J-et-al--W-Zr-C/2023--Sikorski-E-L--W-Zr-C--LAMMPS--ipr1.html
",metal,atomic,hybrid/overlay,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Sikorski-E-L-Cusentino-M-A-McCarthy-M-J-et-al--W-Zr-C/1/WZrC_pot.snapcoeff', 'label': None, 'filename': 'WZrC_pot.snapcoeff'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Sikorski-E-L-Cusentino-M-A-McCarthy-M-J-et-al--W-Zr-C/1/WZrC_pot.snapparam', 'label': None, 'filename': 'WZrC_pot.snapparam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Sikorski-E-L-Cusentino-M-A-McCarthy-M-J-et-al--W-Zr-C/1/in.pot_snapWZrC', 'label': None, 'filename': 'in.pot_snapWZrC'}]","['W', 'Zr', 'C']","['W', 'Zr', 'C']"
2023--Tramontina-D-R--Fe-Cu-Ni--LAMMPS--ipr1,23eb6fd1-3b73-4440-87e6-e789a13452d4,2023--Tramontina-D-R--Fe-Cu-Ni--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2023--Tramontina-D-R--Fe-Cu-Ni--LAMMPS--ipr1,,eb4116db-dee0-4d09-94c5-96001c44ef91,2023--Tramontina-D-R-Deluigi-O-R-Pinzon-R-et-al--Fe-Cu-Ni,https://potentials.nist.gov/pid/rest/local/potentials/potential.2023--Tramontina-D-R-Deluigi-O-R-Pinzon-R-et-al--Fe-Cu-Ni,,"Potential 2023--Tramontina-D-R--Fe-Cu-Ni--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2023--Tramontina-D-R-Deluigi-O-R-Pinzon-R-et-al--Fe-Cu-Ni/2023--Tramontina-D-R--Fe-Cu-Ni--LAMMPS--ipr1.html
",metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2023--Tramontina-D-R-Deluigi-O-R-Pinzon-R-et-al--Fe-Cu-Ni/1/FeCuNi-with-ZBL.eam.alloy', 'label': None, 'filename': 'FeCuNi-with-ZBL.eam.alloy'}]","['Fe', 'Cu', 'Ni']","['Fe', 'Cu', 'Ni']"
2024--Borovikov-V-V--Ni-Al--LAMMPS--ipr1,d81c459b-52e2-4410-b348-d5e3867a82b6,2024--Borovikov-V-V--Ni-Al--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2024--Borovikov-V-V--Ni-Al--LAMMPS--ipr1,,823a6d81-0f2c-4a5b-b3b4-41a995576a0f,2024--Borovikov-V-V-Mendelev-M-I-Zarkevich-N-A-et-al--Ni-Al,https://potentials.nist.gov/pid/rest/local/potentials/potential.2024--Borovikov-V-V-Mendelev-M-I-Zarkevich-N-A-et-al--Ni-Al,,"Potential 2024--Borovikov-V-V--Ni-Al--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Borovikov-V-V-Mendelev-M-I-Zarkevich-N-A-et-al--Ni-Al/2024--Borovikov-V-V--Ni-Al--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Borovikov-V-V-Mendelev-M-I-Zarkevich-N-A-et-al--Ni-Al/1/Ni-Al.eam.fs', 'label': None, 'filename': 'Ni-Al.eam.fs'}]","['Ni', 'Al']","['Ni', 'Al']"
2024--Borovikov-V-V--Ni-Al-Cr--LAMMPS--ipr1,b6a99428-5fa1-46ca-9cdb-166f0a252bee,2024--Borovikov-V-V--Ni-Al-Cr--LAMMPS--ipr1,,,b2383bef-e0f3-45ba-a328-13a1c71b5e31,2024--Borovikov-V-V-Mendelev-M-I-Smith-T-M-Lawson-J-W--Ni-Al-Cr,,,"Potential 2024--Borovikov-V-V--Ni-Al-Cr--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Borovikov-V-V-Mendelev-M-I-Smith-T-M-Lawson-J-W--Ni-Al-Cr/2024--Borovikov-V-V--Ni-Al-Cr--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Borovikov-V-V-Mendelev-M-I-Smith-T-M-Lawson-J-W--Ni-Al-Cr/1/Ni-Al-Cr.eam.fs', 'label': None, 'filename': 'Ni-Al-Cr.eam.fs'}]","['Ni', 'Al', 'Cr']","['Ni', 'Al', 'Cr']"
2024--Borovikov-V-V--Ni-Al-Nb--LAMMPS--ipr1,aabb557a-0fa4-4be3-9788-af598d2f03ff,2024--Borovikov-V-V--Ni-Al-Nb--LAMMPS--ipr1,,,893fa69a-d9c2-4899-ade1-a907ddcf396d,2024--Borovikov-V-V-Mendelev-M-I-Zarkevich-N-A-et-al--Ni-Al-Nb,,,"Potential 2024--Borovikov-V-V--Ni-Al-Nb--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Borovikov-V-V-Mendelev-M-I-Zarkevich-N-A-et-al--Ni-Al-Nb/2024--Borovikov-V-V--Ni-Al-Nb--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Borovikov-V-V-Mendelev-M-I-Zarkevich-N-A-et-al--Ni-Al-Nb/1/Ni-Al-Nb.eam.fs', 'label': None, 'filename': 'Ni-Al-Nb.eam.fs'}]","['Ni', 'Al', 'Nb']","['Ni', 'Al', 'Nb']"
2024--Erhard-L-C--Si-O--LAMMPS--ipr1,7035c886-0a8b-433a-bf06-6c53f56e17ef,2024--Erhard-L-C--Si-O--LAMMPS--ipr1,,,52e6cc2d-6b6c-470f-999f-4bfeeca25c61,2024--Erhard-L-C-Rohrer-J-Albe-K-Deringer-V-L--Si-O,,,"Potential 2024--Erhard-L-C--Si-O--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Erhard-L-C-Rohrer-J-Albe-K-Deringer-V-L--Si-O/2024--Erhard-L-C--Si-O--LAMMPS--ipr1.html
",metal,atomic,pace,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Erhard-L-C-Rohrer-J-Albe-K-Deringer-V-L--Si-O/1/SiOx_potential.yace', 'label': None, 'filename': 'SiOx_potential.yace'}]","['Si', 'O']","['Si', 'O']"
2024--Fan-Z--Zr-Nb--LAMMPS--ipr1,7431a47c-231b-4f97-b0d6-2d331561c515,2024--Fan-Z--Zr-Nb--LAMMPS--ipr1,,,76e78499-bf9c-481c-8aba-01e5778d96c0,2024--Fan-Z-Maras-E-Cottura-M-et-al--Zr-Nb,,,"Potential 2024--Fan-Z--Zr-Nb--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Fan-Z-Maras-E-Cottura-M-et-al--Zr-Nb/2024--Fan-Z--Zr-Nb--LAMMPS--ipr1.html
",metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Fan-Z-Maras-E-Cottura-M-et-al--Zr-Nb/1/ZrNb5.eam.alloy', 'label': None, 'filename': 'ZrNb5.eam.alloy'}]","['Zr', 'Nb']","['Zr', 'Nb']"
2024--Hayakawa-S--Fe-Ni-Al--LAMMPS--ipr1,9f8707fb-7063-4f30-943f-275eeb0db7b8,2024--Hayakawa-S--Fe-Ni-Al--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2024--Hayakawa-S--Fe-Ni-Al--LAMMPS--ipr1,,3d50bc45-9c9a-4387-9462-8a5353f43f95,2024--Hayakawa-S-Xu-H--Fe-Ni-Al,https://potentials.nist.gov/pid/rest/local/potentials/potential.2024--Hayakawa-S-Xu-H--Fe-Ni-Al,['10.1016/j.commatsci.2023.112614'],"Potential 2024--Hayakawa-S--Fe-Ni-Al--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Hayakawa-S-Xu-H--Fe-Ni-Al/2024--Hayakawa-S--Fe-Ni-Al--LAMMPS--ipr1.html
",metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Hayakawa-S-Xu-H--Fe-Ni-Al/1/FeNiAl_Hayakawa_2024.eam.alloy', 'label': None, 'filename': 'FeNiAl_Hayakawa_2024.eam.alloy'}]","['Fe', 'Ni', 'Al']","['Fe', 'Ni', 'Al']"
2024--Huang-S--Ni-Al-Co-Ti--LAMMPS--ipr1,1a6f7fbd-561c-4b68-8667-f9a27cd6d7c1,2024--Huang-S--Ni-Al-Co-Ti--LAMMPS--ipr1,,,b83577e7-b2a5-46ff-9922-7032293ef9a7,2024--Huang-S-Xiong-Y-Ma-S-et-al--Ni-Al-Co-Ti,,,"Potential 2024--Huang-S--Ni-Al-Co-Ti--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Huang-S-Xiong-Y-Ma-S-et-al--Ni-Al-Co-Ti/2024--Huang-S--Ni-Al-Co-Ti--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Huang-S-Xiong-Y-Ma-S-et-al--Ni-Al-Co-Ti/1/library.meam', 'label': None, 'filename': 'library.meam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Huang-S-Xiong-Y-Ma-S-et-al--Ni-Al-Co-Ti/1/NiAlCoTi.meam', 'label': None, 'filename': 'NiAlCoTi.meam'}]","['Ni', 'Al', 'Co', 'Ti']","['Ni', 'Al', 'Co', 'Ti']"
2024--Mendelev-M-I--Ni-Co-Cr--LAMMPS--ipr1,4c887080-c294-447e-aa2c-c3071c8fe372,2024--Mendelev-M-I--Ni-Co-Cr--LAMMPS--ipr1,,,41acece7-9989-443f-a62c-a6b28c42f255,2024--Mendelev-M-I--Ni-Co-Cr,,,"Potential 2024--Mendelev-M-I--Ni-Co-Cr--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Mendelev-M-I--Ni-Co-Cr/2024--Mendelev-M-I--Ni-Co-Cr--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Mendelev-M-I--Ni-Co-Cr/1/Ni-Co-Cr_v1.eam.fs', 'label': None, 'filename': 'Ni-Co-Cr_v1.eam.fs'}]","['Ni', 'Co', 'Cr']","['Ni', 'Co', 'Cr']"
2024--Mendelev-M-I--Ni-Ti--LAMMPS--ipr1,d7fcb345-f694-449c-a2f5-8c3da174c0cc,2024--Mendelev-M-I--Ni-Ti--LAMMPS--ipr1,,,4f3e628c-5272-4889-8fbc-2540523a2877,2024--Mendelev-M-I--Ni-Ti,,,"Potential 2024--Mendelev-M-I--Ni-Ti--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Mendelev-M-I--Ni-Ti/2024--Mendelev-M-I--Ni-Ti--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Mendelev-M-I--Ni-Ti/1/Ni-Ti.eam.fs', 'label': None, 'filename': 'Ni-Ti.eam.fs'}]","['Ni', 'Ti']","['Ni', 'Ti']"
2024--Nitol-M-S--V-Nb-Ta-Ti-Zr--LAMMPS--ipr1,3507b120-f4b0-48fe-8402-f2b044ffbeea,2024--Nitol-M-S--V-Nb-Ta-Ti-Zr--LAMMPS--ipr1,,,82f7d5ce-952f-4e23-83bc-693493b24cc2,2024--Nitol-M-S-Echeverria-M-J-Dang-K-et-al--V-Nb-Ta-Ti-Zr,,,"Potential 2024--Nitol-M-S--V-Nb-Ta-Ti-Zr--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Nitol-M-S-Echeverria-M-J-Dang-K-et-al--V-Nb-Ta-Ti-Zr/2024--Nitol-M-S--V-Nb-Ta-Ti-Zr--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Nitol-M-S-Echeverria-M-J-Dang-K-et-al--V-Nb-Ta-Ti-Zr/1/VNbTaTiZr.parameter', 'label': None, 'filename': 'VNbTaTiZr.parameter'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Nitol-M-S-Echeverria-M-J-Dang-K-et-al--V-Nb-Ta-Ti-Zr/1/VNbTaTiZr.library', 'label': None, 'filename': 'VNbTaTiZr.library'}]","['V', 'Nb', 'Ta', 'Ti', 'Zr']","['V', 'Nb', 'Ta', 'Ti', 'Zr']"
2024--Pal-S--Ba-Pd--LAMMPS--ipr1,9c378079-7482-4998-8657-60ef3f4aadeb,2024--Pal-S--Ba-Pd--LAMMPS--ipr1,,,c69cad00-42fa-4679-9d09-5a2f12539682,2024--Pal-S-Mukhopadhyay-S--Ba-Pd,,,"Potential 2024--Pal-S--Ba-Pd--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Pal-S-Mukhopadhyay-S--Ba-Pd/2024--Pal-S--Ba-Pd--LAMMPS--ipr1.html
",metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Pal-S-Mukhopadhyay-S--Ba-Pd/1/BaPd_SPSM.EAM', 'label': None, 'filename': 'BaPd_SPSM.EAM'}]","['Ba', 'Pd']","['Ba', 'Pd']"
2024--Plummer-G--Ni-O--LAMMPS--ipr1,fa883973-51e8-4d88-b68a-a6b6c47f8155,2024--Plummer-G--Ni-O--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2024--Plummer-G--Ni-O--LAMMPS--ipr1,,9eec0a3b-e8b5-4ff6-b36e-24e60e7e5200,2024--Plummer-G-Tavenner-J-P-Mendelev-M-I-et-al--Ni-O,https://potentials.nist.gov/pid/rest/local/potentials/potential.2024--Plummer-G-Tavenner-J-P-Mendelev-M-I-et-al--Ni-O,['10.1063/5.0246100'],"Potential 2024--Plummer-G--Ni-O--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Plummer-G-Tavenner-J-P-Mendelev-M-I-et-al--Ni-O/2024--Plummer-G--Ni-O--LAMMPS--ipr1
",metal,atomic,hybrid/overlay,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Plummer-G-Tavenner-J-P-Mendelev-M-I-et-al--Ni-O/1/v5_10_NiO_T=0.eam.fs', 'label': None, 'filename': 'v5_10_NiO_T=0.eam.fs'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Plummer-G-Tavenner-J-P-Mendelev-M-I-et-al--Ni-O/1/v5_10_NiO_T=0.ctip', 'label': None, 'filename': 'v5_10_NiO_T=0.ctip'}]","['Ni', 'O']","['Ni', 'O']"
2024--Starikov-S--W-Mo-Nb--LAMMPS--ipr1,7e1bef00-08d2-43d3-8d89-2129dca5e066,2024--Starikov-S--W-Mo-Nb--LAMMPS--ipr1,,,15416011-644d-44ec-b18b-34a04c948d8f,2024--Starikov-S-Grigorev-P-Olsson-P-A-T--W-Mo-Nb,,,"Potential 2024--Starikov-S--W-Mo-Nb--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Starikov-S-Grigorev-P-Olsson-P-A-T--W-Mo-Nb/2024--Starikov-S--W-Mo-Nb--LAMMPS--ipr1.html
",metal,atomic,adp,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Starikov-S-Grigorev-P-Olsson-P-A-T--W-Mo-Nb/1/W_Mo_Nb.adp.alloy', 'label': None, 'filename': 'W_Mo_Nb.adp.alloy'}]","['W', 'Mo', 'Nb']","['W', 'Mo', 'Nb']"
2024--Sun-Y--Fe-Ni--LAMMPS--ipr1,c69e5f2b-9b0f-4c61-a916-a60c6f2101eb,2024--Sun-Y--Fe-Ni--LAMMPS--ipr1,,,735ef857-c5d4-4d68-b00b-2bf34408d12a,2024--Sun-Y-Mendelev-M-I-Zhang-F-et-al--Fe-Ni,,,"Potential 2024--Sun-Y--Fe-Ni--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Sun-Y-Mendelev-M-I-Zhang-F-et-al--Fe-Ni/2024--Sun-Y--Fe-Ni--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Sun-Y-Mendelev-M-I-Zhang-F-et-al--Fe-Ni/1/Fe-Ni.eam.fs', 'label': None, 'filename': 'Fe-Ni.eam.fs'}]","['Fe', 'Ni']","['Fe', 'Ni']"
2024--Willman-J-T--C-H--LAMMPS--ipr1,587ec2d1-0daa-4966-bf24-a941b6797861,2024--Willman-J-T--C-H--LAMMPS--ipr1,,,e01d26ac-a075-4477-9a4d-772974b31560,2024--Willman-J-T-Perriot-R-Ticknor-C--C-H,,,"Potential 2024--Willman-J-T--C-H--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2024--Willman-J-T-Perriot-R-Ticknor-C--C-H/2024--Willman-J-T--C-H--LAMMPS--ipr1.html
",metal,atomic,pace,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2024--Willman-J-T-Perriot-R-Ticknor-C--C-H/1/CH_ACE_Willman_JCP2024.yace', 'label': None, 'filename': 'CH_ACE_Willman_JCP2024.yace'}]","['C', 'H']","['C', 'H']"
2025--Koneru-A--Si--LAMMPS--ipr1,996c4043-34e0-49f8-aea5-434117abf16a,2025--Koneru-A--Si--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2025--Koneru-A--Si--LAMMPS--ipr1,,f5f04fb0-b1ec-49d4-b7c1-6f0b94b2009e,2025--Koneru-A-Dutta-P-S-Muhammed-A-et-al--Si,https://potentials.nist.gov/pid/rest/local/potentials/potential.2025--Koneru-A-Dutta-P-S-Muhammed-A-et-al--Si,['10.1016/j.mtadv.2025.100583'],"Potential 2025--Koneru-A--Si--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2025--Koneru-A-Dutta-P-S-Muhammed-A-et-al--Si/2025--Koneru-A--Si--LAMMPS--ipr1.html
",metal,atomic,tersoff,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2025--Koneru-A-Dutta-P-S-Muhammed-A-et-al--Si/1/ML-Tersoff_Si.tersoff', 'label': None, 'filename': 'ML-Tersoff_Si.tersoff'}]",['Si'],[None]
2025--Kushnerov-O-I--Co-Cr-Fe-Ni-Mn-Al--LAMMPS--ipr1,375ef462-3975-451b-9852-0289a210396d,2025--Kushnerov-O-I--Co-Cr-Fe-Ni-Mn-Al--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2025--Kushnerov-O-I--Co-Cr-Fe-Ni-Mn-Al--LAMMPS--ipr1,,268e3258-9e89-4808-bf5c-36383d117a5c,2025--Kushnerov-O-I-Ryabtsev-S-I-Bashev-V-F--Co-Cr-Fe-Ni-Mn-Al,https://potentials.nist.gov/pid/rest/local/potentials/potential.2025--Kushnerov-O-I-Ryabtsev-S-I-Bashev-V-F--Co-Cr-Fe-Ni-Mn-Al,['10.1080/15421406.2025.2504044'],"Potential 2025--Kushnerov-O-I--Co-Cr-Fe-Ni-Mn-Al--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2025--Kushnerov-O-I-Ryabtsev-S-I-Bashev-V-F--Co-Cr-Fe-Ni-Mn-Al/2025--Kushnerov-O-I--Co-Cr-Fe-Ni-Mn-Al--LAMMPS--ipr1.html
",metal,atomic,morse,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2025--Kushnerov-O-I-Ryabtsev-S-I-Bashev-V-F--Co-Cr-Fe-Ni-Mn-Al/1/CoCrFeNiMnAl_morse.txt', 'label': 'LAMMPS commands', 'filename': 'CoCrFeNiMnAl_morse.txt'}]","['Co', 'Cr', 'Fe', 'Ni', 'Mn', 'Al']","['Co', 'Cr', 'Fe', 'Ni', 'Mn', 'Al']"
